title,author,path,drive,topdir,folder,mtype,size_mb
,,SOURCE_ARCHIVE/Winstore/BASE_ONE/JSTOR/JS6/D3118.PDF,SOLEMON,Winstore,JS6,application/pdf,2.19
,,SOURCE_ARCHIVE/Winstore/BASE_ONE/JSTOR/JS6/D3119.PDF,SOLEMON,Winstore,JS6,application/pdf,1.76
,,SOURCE_ARCHIVE/Winstore/BASE_ONE/JSTOR/JS6/D3121.PDF,SOLEMON,Winstore,JS6,application/pdf,2.04
,,SOURCE_ARCHIVE/Winstore/BASE_ONE/JSTOR/JS6/D3120.PDF,SOLEMON,Winstore,JS6,application/pdf,2.74
,,SOURCE_ARCHIVE/Winstore/BASE_ONE/JSTOR/JS6/D3122.PDF,SOLEMON,Winstore,JS6,application/pdf,2.65
,,SOURCE_ARCHIVE/Winstore/BASE_ONE/JSTOR/JS6/D3123_E.PDF,SOLEMON,Winstore,JS6,application/pdf,3.61
,,SOURCE_ARCHIVE/Winstore/BASE_ONE/JSTOR/JS6/D3125.PDF,SOLEMON,Winstore,JS6,application/pdf,0.45
,,SOURCE_ARCHIVE/Winstore/BASE_ONE/JSTOR/JS6/D3126.PDF,SOLEMON,Winstore,JS6,application/pdf,1.12
,,SOURCE_ARCHIVE/Winstore/BASE_ONE/JSTOR/JS6/D3124.PDF,SOLEMON,Winstore,JS6,application/pdf,1.31
,,SOURCE_ARCHIVE/Winstore/BASE_ONE/JSTOR/JS6/D3127.PDF,SOLEMON,Winstore,JS6,application/pdf,3.44
,,SOURCE_ARCHIVE/Winstore/BASE_ONE/JSTOR/JS6/D3130.PDF,SOLEMON,Winstore,JS6,application/pdf,0.61
,,SOURCE_ARCHIVE/Winstore/BASE_ONE/JSTOR/JS6/D3128.PDF,SOLEMON,Winstore,JS6,application/pdf,1.92
,,SOURCE_ARCHIVE/Winstore/BASE_ONE/JSTOR/JS6/D3131.PDF,SOLEMON,Winstore,JS6,application/pdf,1.24
,,SOURCE_ARCHIVE/Winstore/BASE_ONE/JSTOR/JS6/D3132.PDF,SOLEMON,Winstore,JS6,application/pdf,1.01
,,SOURCE_ARCHIVE/Winstore/BASE_ONE/JSTOR/JS6/D3129.PDF,SOLEMON,Winstore,JS6,application/pdf,2.81
,,SOURCE_ARCHIVE/Winstore/BASE_ONE/JSTOR/JS6/D3135.PDF,SOLEMON,Winstore,JS6,application/pdf,2.47
,,SOURCE_ARCHIVE/Winstore/BASE_ONE/JSTOR/JS6/D3136.PDF,SOLEMON,Winstore,JS6,application/pdf,2.16
,,SOURCE_ARCHIVE/Winstore/BASE_ONE/JSTOR/JS6/D3133.PDF,SOLEMON,Winstore,JS6,application/pdf,3.9
,,SOURCE_ARCHIVE/Winstore/BASE_ONE/JSTOR/JS6/D3134.PDF,SOLEMON,Winstore,JS6,application/pdf,2.16
,,SOURCE_ARCHIVE/Winstore/BASE_ONE/JSTOR/JS6/D3138.PDF,SOLEMON,Winstore,JS6,application/pdf,1.66
,,SOURCE_ARCHIVE/Winstore/BASE_ONE/JSTOR/JS6/D3139.PDF,SOLEMON,Winstore,JS6,application/pdf,2.02
,,SOURCE_ARCHIVE/Winstore/BASE_ONE/JSTOR/JS6/D3141.PDF,SOLEMON,Winstore,JS6,application/pdf,1.62
,,SOURCE_ARCHIVE/Winstore/BASE_ONE/JSTOR/JS6/D3140.PDF,SOLEMON,Winstore,JS6,application/pdf,2.83
,,SOURCE_ARCHIVE/Winstore/BASE_ONE/JSTOR/JS6/D3142.PDF,SOLEMON,Winstore,JS6,application/pdf,1.7
,,SOURCE_ARCHIVE/Winstore/BASE_ONE/JSTOR/JS6/D3143.PDF,SOLEMON,Winstore,JS6,application/pdf,2.77
,,SOURCE_ARCHIVE/Winstore/BASE_ONE/JSTOR/JS6/D3145.PDF,SOLEMON,Winstore,JS6,application/pdf,1.72
,,SOURCE_ARCHIVE/Winstore/BASE_ONE/JSTOR/JS6/D3144.PDF,SOLEMON,Winstore,JS6,application/pdf,2.97
,,SOURCE_ARCHIVE/Winstore/BASE_ONE/JSTOR/JS6/D3147.PDF,SOLEMON,Winstore,JS6,application/pdf,3.56
,,SOURCE_ARCHIVE/Winstore/BASE_ONE/JSTOR/JS6/D3146.PDF,SOLEMON,Winstore,JS6,application/pdf,4.3
,,SOURCE_ARCHIVE/Winstore/BASE_ONE/JSTOR/JS6/D3148.PDF,SOLEMON,Winstore,JS6,application/pdf,1.31
,,SOURCE_ARCHIVE/Winstore/BASE_ONE/JSTOR/JS6/D3149.PDF,SOLEMON,Winstore,JS6,application/pdf,1.94
,,SOURCE_ARCHIVE/Winstore/BASE_ONE/JSTOR/JS6/D3151.PDF,SOLEMON,Winstore,JS6,application/pdf,3.01
,,SOURCE_ARCHIVE/Winstore/BASE_ONE/JSTOR/JS6/D3150.PDF,SOLEMON,Winstore,JS6,application/pdf,3.66
,,SOURCE_ARCHIVE/Winstore/BASE_ONE/JSTOR/JS6/D3152.PDF,SOLEMON,Winstore,JS6,application/pdf,2.87
,,SOURCE_ARCHIVE/Winstore/BASE_ONE/JSTOR/JS6/D3153.PDF,SOLEMON,Winstore,JS6,application/pdf,4.75
,,SOURCE_ARCHIVE/Winstore/BASE_ONE/JSTOR/JS6/D3154.PDF,SOLEMON,Winstore,JS6,application/pdf,2.63
,,SOURCE_ARCHIVE/Winstore/BASE_ONE/JSTOR/JS6/D3156.PDF,SOLEMON,Winstore,JS6,application/pdf,2.95
,,SOURCE_ARCHIVE/Winstore/BASE_ONE/JSTOR/JS6/D3155.PDF,SOLEMON,Winstore,JS6,application/pdf,2.97
,,SOURCE_ARCHIVE/Winstore/BASE_ONE/JSTOR/JS6/KL111.PDF,SOLEMON,Winstore,JS6,application/pdf,3.23
,,SOURCE_ARCHIVE/Winstore/BASE_ONE/JSTOR/JS6/KL112.PDF,SOLEMON,Winstore,JS6,application/pdf,4.35
,,SOURCE_ARCHIVE/Winstore/BASE_ONE/JSTOR/JS6/KL113.PDF,SOLEMON,Winstore,JS6,application/pdf,3.39
,,SOURCE_ARCHIVE/Winstore/BASE_ONE/JSTOR/JS6/KL114.PDF,SOLEMON,Winstore,JS6,application/pdf,2.03
,,SOURCE_ARCHIVE/Winstore/BASE_ONE/JSTOR/JS6/KL115.PDF,SOLEMON,Winstore,JS6,application/pdf,1.93
,,SOURCE_ARCHIVE/Winstore/BASE_ONE/JSTOR/JS6/KL116.PDF,SOLEMON,Winstore,JS6,application/pdf,2.97
,,SOURCE_ARCHIVE/Winstore/BASE_ONE/JSTOR/JS6/KL117.PDF,SOLEMON,Winstore,JS6,application/pdf,3.28
,,SOURCE_ARCHIVE/Winstore/BASE_ONE/JSTOR/JS6/KL120.PDF,SOLEMON,Winstore,JS6,application/pdf,2.52
,,SOURCE_ARCHIVE/Winstore/BASE_ONE/JSTOR/JS6/KL122.PDF,SOLEMON,Winstore,JS6,application/pdf,0.48
,,SOURCE_ARCHIVE/Winstore/BASE_ONE/JSTOR/JS6/KL119.PDF,SOLEMON,Winstore,JS6,application/pdf,1.94
,,SOURCE_ARCHIVE/Winstore/BASE_ONE/JSTOR/JS6/KL118.PDF,SOLEMON,Winstore,JS6,application/pdf,2.73
,,SOURCE_ARCHIVE/Winstore/BASE_ONE/JSTOR/JS6/KL121.PDF,SOLEMON,Winstore,JS6,application/pdf,2.72
,,SOURCE_ARCHIVE/Winstore/BASE_ONE/JSTOR/JS6/KL123.PDF,SOLEMON,Winstore,JS6,application/pdf,2.55
,,SOURCE_ARCHIVE/Winstore/BASE_ONE/JSTOR/JS6/KL124.PDF,SOLEMON,Winstore,JS6,application/pdf,2.75
,,SOURCE_ARCHIVE/Winstore/BASE_ONE/JSTOR/JS6/KL128.PDF,SOLEMON,Winstore,JS6,application/pdf,0.32
,,SOURCE_ARCHIVE/Winstore/BASE_ONE/JSTOR/JS6/KL125.PDF,SOLEMON,Winstore,JS6,application/pdf,2.42
,,SOURCE_ARCHIVE/Winstore/BASE_ONE/JSTOR/JS6/KL126.PDF,SOLEMON,Winstore,JS6,application/pdf,2.63
,,SOURCE_ARCHIVE/Winstore/BASE_ONE/JSTOR/JS6/KL127.PDF,SOLEMON,Winstore,JS6,application/pdf,4.36
,,SOURCE_ARCHIVE/Winstore/BASE_ONE/JSTOR/JS6/KL132.PDF,SOLEMON,Winstore,JS6,application/pdf,3.18
,,SOURCE_ARCHIVE/Winstore/BASE_ONE/JSTOR/JS6/KL131.PDF,SOLEMON,Winstore,JS6,application/pdf,5.07
,,SOURCE_ARCHIVE/Winstore/BASE_ONE/JSTOR/JS6/KL129.PDF,SOLEMON,Winstore,JS6,application/pdf,3.3
,,SOURCE_ARCHIVE/Winstore/BASE_ONE/JSTOR/JS6/KL133.PDF,SOLEMON,Winstore,JS6,application/pdf,4.34
,,SOURCE_ARCHIVE/Winstore/BASE_ONE/JSTOR/JS6/KL130.PDF,SOLEMON,Winstore,JS6,application/pdf,6.54
,,SOURCE_ARCHIVE/Winstore/BASE_ONE/JSTOR/JS6/D129.PDF,SOLEMON,Winstore,JS6,application/pdf,0.65
,,SOURCE_ARCHIVE/Winstore/BASE_ONE/JSTOR/JS6/D152.PDF,SOLEMON,Winstore,JS6,application/pdf,2.03
,,SOURCE_ARCHIVE/Winstore/BASE_ONE/JSTOR/JS6/D3117.PDF,SOLEMON,Winstore,JS6,application/pdf,2.85
,,SOURCE_ARCHIVE/Winstore/BASE_ONE/JSTOR/JS6/D3137.PDF,SOLEMON,Winstore,JS6,application/pdf,2.8
,,SOURCE_ARCHIVE/Winstore/BASE_ONE/JSTOR/JS6/DF145.PDF,SOLEMON,Winstore,JS6,application/pdf,1.28
,,SOURCE_ARCHIVE/Winstore/BASE_ONE/JSTOR/JS7/YU111.PDF,SOLEMON,Winstore,JS7,application/pdf,2.15
,,SOURCE_ARCHIVE/Winstore/BASE_ONE/JSTOR/JS7/YU153.PDF,SOLEMON,Winstore,JS7,application/pdf,0.92
,,SOURCE_ARCHIVE/Winstore/BASE_ONE/JSTOR/JS7/YU132.PDF,SOLEMON,Winstore,JS7,application/pdf,1.43
,,SOURCE_ARCHIVE/Winstore/BASE_ONE/JSTOR/JS7/JK125.PDF,SOLEMON,Winstore,JS7,application/pdf,4.75
,,SOURCE_ARCHIVE/Winstore/BASE_ONE/JSTOR/JS7/142.PDF,SOLEMON,Winstore,JS7,application/pdf,4.27
,,SOURCE_ARCHIVE/Winstore/BASE_ONE/JSTOR/JS7/Acrobat&0.pdf,SOLEMON,Winstore,JS7,application/pdf,1.49
,,SOURCE_ARCHIVE/Winstore/BASE_ONE/JSTOR/JS7/B1120.PDF,SOLEMON,Winstore,JS7,application/pdf,2.15
,,SOURCE_ARCHIVE/Winstore/BASE_ONE/JSTOR/JS7/B113.PDF,SOLEMON,Winstore,JS7,application/pdf,2.17
,,SOURCE_ARCHIVE/Winstore/BASE_ONE/JSTOR/JS7/B111.PDF,SOLEMON,Winstore,JS7,application/pdf,5.23
,,SOURCE_ARCHIVE/Winstore/BASE_ONE/JSTOR/JS7/JK111.PDF,SOLEMON,Winstore,JS7,application/pdf,3.05
,,SOURCE_ARCHIVE/Winstore/BASE_ONE/JSTOR/JS7/JK114.PDF,SOLEMON,Winstore,JS7,application/pdf,2.08
,,SOURCE_ARCHIVE/Winstore/BASE_ONE/JSTOR/JS7/JK112.PDF,SOLEMON,Winstore,JS7,application/pdf,2.55
,,SOURCE_ARCHIVE/Winstore/BASE_ONE/JSTOR/JS7/JK115.PDF,SOLEMON,Winstore,JS7,application/pdf,2.4
,,SOURCE_ARCHIVE/Winstore/BASE_ONE/JSTOR/JS7/JK113.PDF,SOLEMON,Winstore,JS7,application/pdf,5.41
,,SOURCE_ARCHIVE/Winstore/BASE_ONE/JSTOR/JS7/JK117.PDF,SOLEMON,Winstore,JS7,application/pdf,1.58
,,SOURCE_ARCHIVE/Winstore/BASE_ONE/JSTOR/JS7/JK119.PDF,SOLEMON,Winstore,JS7,application/pdf,2.34
,,SOURCE_ARCHIVE/Winstore/BASE_ONE/JSTOR/JS7/JK120.PDF,SOLEMON,Winstore,JS7,application/pdf,1.93
,,SOURCE_ARCHIVE/Winstore/BASE_ONE/JSTOR/JS7/JK118.PDF,SOLEMON,Winstore,JS7,application/pdf,0.86
,,SOURCE_ARCHIVE/Winstore/BASE_ONE/JSTOR/JS7/JK121.PDF,SOLEMON,Winstore,JS7,application/pdf,2.95
,,SOURCE_ARCHIVE/Winstore/BASE_ONE/JSTOR/JS7/JK122.PDF,SOLEMON,Winstore,JS7,application/pdf,1.36
,,SOURCE_ARCHIVE/Winstore/BASE_ONE/JSTOR/JS7/JK124.PDF,SOLEMON,Winstore,JS7,application/pdf,1.27
,,SOURCE_ARCHIVE/Winstore/BASE_ONE/JSTOR/JS7/JK126.PDF,SOLEMON,Winstore,JS7,application/pdf,1.75
,,SOURCE_ARCHIVE/Winstore/BASE_ONE/JSTOR/JS7/JK127.PDF,SOLEMON,Winstore,JS7,application/pdf,1.41
,,SOURCE_ARCHIVE/Winstore/BASE_ONE/JSTOR/JS7/JK123.PDF,SOLEMON,Winstore,JS7,application/pdf,4.46
,,SOURCE_ARCHIVE/Winstore/BASE_ONE/JSTOR/JS7/JK128.PDF,SOLEMON,Winstore,JS7,application/pdf,1.52
,,SOURCE_ARCHIVE/Winstore/BASE_ONE/JSTOR/JS7/JK132.PDF,SOLEMON,Winstore,JS7,application/pdf,1.15
,,SOURCE_ARCHIVE/Winstore/BASE_ONE/JSTOR/JS7/JK129.PDF,SOLEMON,Winstore,JS7,application/pdf,3.72
,,SOURCE_ARCHIVE/Winstore/BASE_ONE/JSTOR/JS7/JK130.PDF,SOLEMON,Winstore,JS7,application/pdf,1.42
,,SOURCE_ARCHIVE/Winstore/BASE_ONE/JSTOR/JS7/JK131.PDF,SOLEMON,Winstore,JS7,application/pdf,2.3
,,SOURCE_ARCHIVE/Winstore/BASE_ONE/JSTOR/JS7/JK135.PDF,SOLEMON,Winstore,JS7,application/pdf,2.53
,,SOURCE_ARCHIVE/Winstore/BASE_ONE/JSTOR/JS7/JK133.PDF,SOLEMON,Winstore,JS7,application/pdf,2.22
,,SOURCE_ARCHIVE/Winstore/BASE_ONE/JSTOR/JS7/JK136.PDF,SOLEMON,Winstore,JS7,application/pdf,3.42
,,SOURCE_ARCHIVE/Winstore/BASE_ONE/JSTOR/JS7/JK137.PDF,SOLEMON,Winstore,JS7,application/pdf,5.07
,,SOURCE_ARCHIVE/Winstore/BASE_ONE/JSTOR/JS7/JK138.PDF,SOLEMON,Winstore,JS7,application/pdf,1.09
,,SOURCE_ARCHIVE/Winstore/BASE_ONE/JSTOR/JS7/JK134.PDF,SOLEMON,Winstore,JS7,application/pdf,6.01
,,SOURCE_ARCHIVE/Winstore/BASE_ONE/JSTOR/JS7/JK140.PDF,SOLEMON,Winstore,JS7,application/pdf,0.37
,,SOURCE_ARCHIVE/Winstore/BASE_ONE/JSTOR/JS7/JK144.PDF,SOLEMON,Winstore,JS7,application/pdf,0.79
,,SOURCE_ARCHIVE/Winstore/BASE_ONE/JSTOR/JS7/JK145.PDF,SOLEMON,Winstore,JS7,application/pdf,1.51
,,SOURCE_ARCHIVE/Winstore/BASE_ONE/JSTOR/JS7/JK141.PDF,SOLEMON,Winstore,JS7,application/pdf,2.69
,,SOURCE_ARCHIVE/Winstore/BASE_ONE/JSTOR/JS7/JK146.PDF,SOLEMON,Winstore,JS7,application/pdf,2.81
,,SOURCE_ARCHIVE/Winstore/BASE_ONE/JSTOR/JS7/JK143.PDF,SOLEMON,Winstore,JS7,application/pdf,3.54
,,SOURCE_ARCHIVE/Winstore/BASE_ONE/JSTOR/JS7/YU112.PDF,SOLEMON,Winstore,JS7,application/pdf,2.32
,,SOURCE_ARCHIVE/Winstore/BASE_ONE/JSTOR/JS7/YU114.PDF,SOLEMON,Winstore,JS7,application/pdf,1.77
,,SOURCE_ARCHIVE/Winstore/BASE_ONE/JSTOR/JS7/YU113.PDF,SOLEMON,Winstore,JS7,application/pdf,2.32
,,SOURCE_ARCHIVE/Winstore/BASE_ONE/JSTOR/JS7/YU117.PDF,SOLEMON,Winstore,JS7,application/pdf,1.43
,,SOURCE_ARCHIVE/Winstore/BASE_ONE/JSTOR/JS7/YU116.PDF,SOLEMON,Winstore,JS7,application/pdf,1.71
,,SOURCE_ARCHIVE/Winstore/BASE_ONE/JSTOR/JS7/YU115.PDF,SOLEMON,Winstore,JS7,application/pdf,2.03
,,SOURCE_ARCHIVE/Winstore/BASE_ONE/JSTOR/JS7/YU119.PDF,SOLEMON,Winstore,JS7,application/pdf,2.29
,,SOURCE_ARCHIVE/Winstore/BASE_ONE/JSTOR/JS7/YU120.PDF,SOLEMON,Winstore,JS7,application/pdf,1.58
,,SOURCE_ARCHIVE/Winstore/BASE_ONE/JSTOR/JS7/YU118.PDF,SOLEMON,Winstore,JS7,application/pdf,3.69
,,SOURCE_ARCHIVE/Winstore/BASE_ONE/JSTOR/JS7/YU121.PDF,SOLEMON,Winstore,JS7,application/pdf,2.31
,,SOURCE_ARCHIVE/Winstore/BASE_ONE/JSTOR/JS7/YU123.PDF,SOLEMON,Winstore,JS7,application/pdf,1.37
,,SOURCE_ARCHIVE/Winstore/BASE_ONE/JSTOR/JS7/YU122.PDF,SOLEMON,Winstore,JS7,application/pdf,1.54
,,SOURCE_ARCHIVE/Winstore/BASE_ONE/JSTOR/JS7/YU124.PDF,SOLEMON,Winstore,JS7,application/pdf,1.67
,,SOURCE_ARCHIVE/Winstore/BASE_ONE/JSTOR/JS7/YU125.PDF,SOLEMON,Winstore,JS7,application/pdf,0.92
,,SOURCE_ARCHIVE/Winstore/BASE_ONE/JSTOR/JS7/YU128.PDF,SOLEMON,Winstore,JS7,application/pdf,1.67
,,SOURCE_ARCHIVE/Winstore/BASE_ONE/JSTOR/JS7/YU127.PDF,SOLEMON,Winstore,JS7,application/pdf,2.73
,,SOURCE_ARCHIVE/Winstore/BASE_ONE/JSTOR/JS7/YU130.PDF,SOLEMON,Winstore,JS7,application/pdf,2.0
,,SOURCE_ARCHIVE/Winstore/BASE_ONE/JSTOR/JS7/YU129.PDF,SOLEMON,Winstore,JS7,application/pdf,2.32
,,SOURCE_ARCHIVE/Winstore/BASE_ONE/JSTOR/JS7/YU131.PDF,SOLEMON,Winstore,JS7,application/pdf,0.77
,,SOURCE_ARCHIVE/Winstore/BASE_ONE/JSTOR/JS7/YU133.PDF,SOLEMON,Winstore,JS7,application/pdf,1.51
,,SOURCE_ARCHIVE/Winstore/BASE_ONE/JSTOR/JS7/YU136.PDF,SOLEMON,Winstore,JS7,application/pdf,1.48
,,SOURCE_ARCHIVE/Winstore/BASE_ONE/JSTOR/JS7/YU134.PDF,SOLEMON,Winstore,JS7,application/pdf,1.65
,,SOURCE_ARCHIVE/Winstore/BASE_ONE/JSTOR/JS7/YU137.PDF,SOLEMON,Winstore,JS7,application/pdf,3.18
,,SOURCE_ARCHIVE/Winstore/BASE_ONE/JSTOR/JS7/YU139.PDF,SOLEMON,Winstore,JS7,application/pdf,1.2
,,SOURCE_ARCHIVE/Winstore/BASE_ONE/JSTOR/JS7/YU138.PDF,SOLEMON,Winstore,JS7,application/pdf,1.88
,,SOURCE_ARCHIVE/Winstore/BASE_ONE/JSTOR/JS7/YU142.PDF,SOLEMON,Winstore,JS7,application/pdf,1.1
,,SOURCE_ARCHIVE/Winstore/BASE_ONE/JSTOR/JS7/YU140.PDF,SOLEMON,Winstore,JS7,application/pdf,1.58
,,SOURCE_ARCHIVE/Winstore/BASE_ONE/JSTOR/JS7/YU141.PDF,SOLEMON,Winstore,JS7,application/pdf,2.95
,,SOURCE_ARCHIVE/Winstore/BASE_ONE/JSTOR/JS7/YU144.PDF,SOLEMON,Winstore,JS7,application/pdf,2.15
,,SOURCE_ARCHIVE/Winstore/BASE_ONE/JSTOR/JS7/YU143.PDF,SOLEMON,Winstore,JS7,application/pdf,0.96
,,SOURCE_ARCHIVE/Winstore/BASE_ONE/JSTOR/JS7/YU145.PDF,SOLEMON,Winstore,JS7,application/pdf,0.89
,,SOURCE_ARCHIVE/Winstore/BASE_ONE/JSTOR/JS7/YU146.PDF,SOLEMON,Winstore,JS7,application/pdf,1.78
,,SOURCE_ARCHIVE/Winstore/BASE_ONE/JSTOR/JS7/YU147.PDF,SOLEMON,Winstore,JS7,application/pdf,2.46
,,SOURCE_ARCHIVE/Winstore/BASE_ONE/JSTOR/JS7/YU148.PDF,SOLEMON,Winstore,JS7,application/pdf,2.47
,,SOURCE_ARCHIVE/Winstore/BASE_ONE/JSTOR/JS7/YU151.PDF,SOLEMON,Winstore,JS7,application/pdf,2.28
,,SOURCE_ARCHIVE/Winstore/BASE_ONE/JSTOR/JS7/YU152.PDF,SOLEMON,Winstore,JS7,application/pdf,1.68
,,SOURCE_ARCHIVE/Winstore/BASE_ONE/JSTOR/JS7/YU150.PDF,SOLEMON,Winstore,JS7,application/pdf,1.6
,,SOURCE_ARCHIVE/Winstore/BASE_ONE/JSTOR/JS7/YU149.PDF,SOLEMON,Winstore,JS7,application/pdf,1.58
,,SOURCE_ARCHIVE/Winstore/BASE_ONE/JSTOR/JS7/YU154.PDF,SOLEMON,Winstore,JS7,application/pdf,2.43
,,SOURCE_ARCHIVE/Winstore/BASE_ONE/JSTOR/JS7/YU160.PDF,SOLEMON,Winstore,JS7,application/pdf,0.38
,,SOURCE_ARCHIVE/Winstore/BASE_ONE/JSTOR/JS7/YU155.PDF,SOLEMON,Winstore,JS7,application/pdf,1.48
,,SOURCE_ARCHIVE/Winstore/BASE_ONE/JSTOR/JS7/YU156.PDF,SOLEMON,Winstore,JS7,application/pdf,1.6
,,SOURCE_ARCHIVE/Winstore/BASE_ONE/JSTOR/JS7/YU157.PDF,SOLEMON,Winstore,JS7,application/pdf,1.57
,,SOURCE_ARCHIVE/Winstore/BASE_ONE/JSTOR/JS7/YU163.PDF,SOLEMON,Winstore,JS7,application/pdf,0.34
,,SOURCE_ARCHIVE/Winstore/BASE_ONE/JSTOR/JS7/YU165.PDF,SOLEMON,Winstore,JS7,application/pdf,0.36
,,SOURCE_ARCHIVE/Winstore/BASE_ONE/JSTOR/JS7/YU161.PDF,SOLEMON,Winstore,JS7,application/pdf,1.6
,,SOURCE_ARCHIVE/Winstore/BASE_ONE/JSTOR/JS7/YU167.PDF,SOLEMON,Winstore,JS7,application/pdf,0.29
,,SOURCE_ARCHIVE/Winstore/BASE_ONE/JSTOR/JS7/YU164.PDF,SOLEMON,Winstore,JS7,application/pdf,3.09
,,SOURCE_ARCHIVE/Winstore/BASE_ONE/JSTOR/JS7/YU166.PDF,SOLEMON,Winstore,JS7,application/pdf,0.4
,,SOURCE_ARCHIVE/Winstore/BASE_ONE/JSTOR/JS7/YU168.PDF,SOLEMON,Winstore,JS7,application/pdf,1.77
,,SOURCE_ARCHIVE/Winstore/BASE_ONE/JSTOR/JS7/YU162.PDF,SOLEMON,Winstore,JS7,application/pdf,5.01
,,SOURCE_ARCHIVE/Winstore/BASE_ONE/JSTOR/JS7/YU170.PDF,SOLEMON,Winstore,JS7,application/pdf,1.31
,,SOURCE_ARCHIVE/Winstore/BASE_ONE/JSTOR/JS7/YU169.PDF,SOLEMON,Winstore,JS7,application/pdf,1.82
,,SOURCE_ARCHIVE/Winstore/BASE_ONE/JSTOR/JS7/YU174.PDF,SOLEMON,Winstore,JS7,application/pdf,0.38
,,SOURCE_ARCHIVE/Winstore/BASE_ONE/JSTOR/JS7/YU172.PDF,SOLEMON,Winstore,JS7,application/pdf,0.38
,,SOURCE_ARCHIVE/Winstore/BASE_ONE/JSTOR/JS7/YU175.PDF,SOLEMON,Winstore,JS7,application/pdf,0.75
,,SOURCE_ARCHIVE/Winstore/BASE_ONE/JSTOR/JS7/YU173.PDF,SOLEMON,Winstore,JS7,application/pdf,2.69
,,SOURCE_ARCHIVE/Winstore/BASE_ONE/JSTOR/JS7/YU171.PDF,SOLEMON,Winstore,JS7,application/pdf,2.84
,,SOURCE_ARCHIVE/Winstore/BASE_ONE/JSTOR/JS7/YU178.PDF,SOLEMON,Winstore,JS7,application/pdf,1.44
,,SOURCE_ARCHIVE/Winstore/BASE_ONE/JSTOR/JS7/YU176.PDF,SOLEMON,Winstore,JS7,application/pdf,3.18
,,SOURCE_ARCHIVE/Winstore/BASE_ONE/JSTOR/JS7/YU177.PDF,SOLEMON,Winstore,JS7,application/pdf,0.35
,,SOURCE_ARCHIVE/Winstore/BASE_ONE/JSTOR/JS7/YU179.PDF,SOLEMON,Winstore,JS7,application/pdf,0.34
,,SOURCE_ARCHIVE/Winstore/BASE_ONE/JSTOR/JS7/YU180.PDF,SOLEMON,Winstore,JS7,application/pdf,0.38
,,SOURCE_ARCHIVE/Winstore/BASE_ONE/JSTOR/JS7/YU181.PDF,SOLEMON,Winstore,JS7,application/pdf,2.18
,,SOURCE_ARCHIVE/Winstore/BASE_ONE/JSTOR/JS7/YU182.PDF,SOLEMON,Winstore,JS7,application/pdf,2.02
,,SOURCE_ARCHIVE/Winstore/BASE_ONE/JSTOR/JS7/YU183.PDF,SOLEMON,Winstore,JS7,application/pdf,2.54
,,SOURCE_ARCHIVE/Winstore/BASE_ONE/JSTOR/JS8/Acrobat&0.pdf,SOLEMON,Winstore,JS8,application/pdf,4.53
,,SOURCE_ARCHIVE/Winstore/BASE_ONE/JSTOR/JS8/FD113.PDF,SOLEMON,Winstore,JS8,application/pdf,4.1
,,SOURCE_ARCHIVE/Winstore/BASE_ONE/JSTOR/JS8/FD117.PDF,SOLEMON,Winstore,JS8,application/pdf,2.52
,,SOURCE_ARCHIVE/Winstore/BASE_ONE/JSTOR/JS8/FD115.PDF,SOLEMON,Winstore,JS8,application/pdf,7.82
,,SOURCE_ARCHIVE/Winstore/BASE_ONE/JSTOR/JS8/FD118.PDF,SOLEMON,Winstore,JS8,application/pdf,2.74
,,SOURCE_ARCHIVE/Winstore/BASE_ONE/JSTOR/JS8/FD119.PDF,SOLEMON,Winstore,JS8,application/pdf,0.48
,,SOURCE_ARCHIVE/Winstore/BASE_ONE/JSTOR/JS8/FD120.PDF,SOLEMON,Winstore,JS8,application/pdf,1.22
,,SOURCE_ARCHIVE/Winstore/BASE_ONE/JSTOR/JS8/FD116.PDF,SOLEMON,Winstore,JS8,application/pdf,10.2
,,SOURCE_ARCHIVE/Winstore/BASE_ONE/JSTOR/JS8/FD122.PDF,SOLEMON,Winstore,JS8,application/pdf,3.09
,,SOURCE_ARCHIVE/Winstore/BASE_ONE/JSTOR/JS8/FD114.PDF,SOLEMON,Winstore,JS8,application/pdf,18.36
,,SOURCE_ARCHIVE/Winstore/BASE_ONE/JSTOR/JS8/FD121.PDF,SOLEMON,Winstore,JS8,application/pdf,5.34
,,SOURCE_ARCHIVE/Winstore/BASE_ONE/JSTOR/JS8/FD123.PDF,SOLEMON,Winstore,JS8,application/pdf,2.27
,,SOURCE_ARCHIVE/Winstore/BASE_ONE/JSTOR/JS8/FD124.PDF,SOLEMON,Winstore,JS8,application/pdf,3.54
,,SOURCE_ARCHIVE/Winstore/BASE_ONE/JSTOR/JS8/FD125.PDF,SOLEMON,Winstore,JS8,application/pdf,1.36
,,SOURCE_ARCHIVE/Winstore/BASE_ONE/JSTOR/JS8/FD126.PDF,SOLEMON,Winstore,JS8,application/pdf,1.55
,,SOURCE_ARCHIVE/Winstore/BASE_ONE/JSTOR/JS8/FD130.PDF,SOLEMON,Winstore,JS8,application/pdf,1.39
,,SOURCE_ARCHIVE/Winstore/BASE_ONE/JSTOR/JS8/FD128.PDF,SOLEMON,Winstore,JS8,application/pdf,3.15
,,SOURCE_ARCHIVE/Winstore/BASE_ONE/JSTOR/JS8/FD129.PDF,SOLEMON,Winstore,JS8,application/pdf,2.57
